term_id,dirname,tier,classification,recommendation,criteria,external_refs,lifecycle,yaml_size,insight_size
C173,C173_Metacognitive_AI_Architectures,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7857,7424
G011,G011_Haraway_Staying_with_Trouble,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5471,6173
G010,G010_Arctic_Amazon_Climate_Connection,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5622,6052
G012,G012_Morton_Dark_Ecology,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5610,6011
G016,G016_Biosphere_Consciousness,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5619,5951
G01A,G01A_Exaptation,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5539,5753
G017,G017_Ecological_Memory,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5558,5727
G013,G013_Rotimization_Decay_Design,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5542,5690
C091,C091_five_stages_ai_grief,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7209,5680
G00E,G00E_Dapeng_Coastal_Resilience,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5542,5625
G019,G019_Co_SPHERE_Framework,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5603,5595
G008,G008_Bio_Inspired_Underwater_Civilizations,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5491,5536
G018,G018_Agency_Detection_Ecological_Wisdom,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5545,5511
G00F,G00F_Myth_of_River_Control,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5348,5375
G006,G006_Leverage_Points_Complex_Systems,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5228,5349
G009,G009_Human_Impact_Animal_Patterns,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5611,5286
G002,G002_CO2_Fertilization_Greening,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5378,5259
G015,G015_Protector_Archetype_Ecology,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5305,5182
G004,G004_Comb_Jelly_Reverse_Aging,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5382,5159
G014,G014_Optimizer_Archetype_Ecology,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,5316,5036
C172,C172_Ten_Percent_Principle,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7580,4929
C061,C061_social_context_cognition,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7485,3831
C089,C089_psilocybin_ego_dissolution,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,4925,3609
C087,C087_cognitive_biases_quirks,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7808,3463
C093,C093_neuroscience_evolution_reductionism_dynamical,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7370,3407
C097,C097_xenobots_living_robots,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6719,3240
C122,C122_fluid_intelligence_misinformation,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7116,3179
C105,C105_cabrera_critical_thinking_critique,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6738,3147
C121,C121_cognitive_immobility,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6608,3125
C055,C055_co_solipsism_co_sphere,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6895,3092
C118,C118_trust_truth_relationship,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6833,3030
C083,C083_essential_questions_inquiry,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6958,3020
C095,C095_ai_art_limits,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7245,2927
C116,C116_falsification_assumptions,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6675,2922
C17C,C17C_Behavior_Prediction_Model,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7931,2877
C057,C057_ai_linked_psychosis,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7477,2865
C17D,C17D_AI_Conformity_Creativity,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6776,2788
C132,C132_shadow_integration,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6595,2743
C123,C123_irrational_behavior_sway,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6640,2651
C106,C106_decision_traps,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7017,2568
C104,C104_hallucinations_in_llms,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6981,2535
C117,C117_murphyjitsu,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6808,2514
C088,C088_art_of_essential_questions,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7467,2488
C103,C103_llms_collective_intelligence,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6907,2425
C072,C072_psilocybin_brain_activity,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7482,2407
C080,C080_global_development_inequality,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7222,2406
C111,C111_weapons_of_math_destruction,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6852,2358
C082,C082_quantum_entanglement_brain_function,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,7387,2303
C107,C107_skepticism_vs_bias_science,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6892,2286
C125,C125_critique_action_gap,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6802,2189
C064,C064_contrarian_thinking,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6958,2065
C110,C110_neoplatonism_hypatia_legacy,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6741,2004
C099,C099_scarlet_sea_anemone_regeneration,keep,KEEP_ZERO_REFS,"REVIEW — No external refs, verify internal value",,0,draft,6779,1914
C200,C200_Food_Waste_Under_Capitalism,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",3,draft,6869,12087
C207,C207_Reinforcement_Learning_Superlearners,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",0,draft,7074,10693
C189,C189_Symbiogenesis,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",6,draft,6639,9852
E023,E023_Bioregional_Pilgrimage,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",0,draft,6637,8954
C199,C199_River_Mouth,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",1,draft,6714,8701
C194,C194_Compost_Time,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",2,draft,7144,8514
Z001,Z001_Consider_Meta_Posture,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",2,draft,6540,8033
N001,N001_Turtle_Island_Backronym,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",3,draft,6507,7795
Z002,Z002_LOOM,T3,T3_UNREVIEWED,REVIEW — No last_reviewed timestamp,"T3: lifecycle=draft, no last_reviewed timestamp",0,draft,5124,5611
E010,E010_Slow_Violence,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 14 external references | T1: nemetic missing or empty/non-string,14,draft,3679,10122
E008,E008_Fermented_Knowledge,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 11 external references | T1: nemetic missing or empty/non-string,11,draft,3672,10085
E011,E011_Enactive_Cognition,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 12 external references | T1: nemetic missing or empty/non-string,12,working,3932,10007
E014,E014_Autopoiesis,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 23 external references | T1: nemetic missing or empty/non-string,23,draft,3621,9880
E006,E006_Wabi_Sabi,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 13 external references | T1: nemetic missing or empty/non-string,13,draft,3589,9801
M010,M010_Tertiary_Retention,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 14 external references | T1: nemetic missing or empty/non-string,14,working,4172,9240
A063,A063_Ecology_of_Mind,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 16 external references | T1: nemetic missing or empty/non-string,16,working,4110,9107
A010,A010_Virtual_Machine_Consciousness,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 11 external references | T1: nemetic missing or empty/non-string,11,working,4128,8863
M013,M013_Iron_Mars,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 16 external references | T1: nemetic missing or empty/non-string,16,draft,3512,8851
A008,A008_Double_Bind,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 14 external references | T1: nemetic missing or empty/non-string,14,working,4003,8708
A059,A059_Hyperobject,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 13 external references | T1: nemetic missing or empty/non-string,13,draft,4363,8702
A007,A007_Information_Bateson,T3,T3_DEMOTED_HIGH_REFS,"SALVAGE — High external refs, add nemetic to promote",DEMOTED T1→T3: 20 external references | T1: nemetic missing or empty/non-string,20,working,4287,8310
C201,C201_Bioregional_Pilgrimage,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,6499,8937
C190,C190_Holobiont,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,7041,8288
C195,C195_LIFO_Delayering,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,4211,7333
C205,C205_odot_consider,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,4697,7178
C192,C192_Intercultural_Communication_Principles,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,3883,6724
C192,C192_Intercultural_Communication_Principles_backup,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,3883,6724
C202,C202_Consider_Meta_Posture,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,5200,6172
C193,C193_Second_Probe_Referral,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,3992,6159
C203,C203_meta_posture,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,3401,5619
C204,C204_Meta_Posture,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,2581,5477
C196,C196_Yin_Yang,T1,T1_STRUCTURELESS,TRIAGE — Has insight but missing Z_state/agency/ontology,"T1: nemetic missing or empty/non-string | T2: structureless (no Z_state, agency.type, or ontology) | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,3424,4525
CB012,CB012_Three_Body_Ecology,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,working,4581,9866
A06A,A06A_Personation,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,canonical,3821,9166
WO010,WO010_Hyl,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,working,3294,8233
CB011,CB011_Lariat_Protocol,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,working,4518,7755
M012,M012_Pharmakon,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,working,4166,7478
CB013,CB013_SelfMesh,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,pre_siml_sketch,4866,7101
CB010,CB010_Rumspringa_Protocol,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,working,4593,7018
C206,C206_Consider_Meta_Posture,T1,T1_OTHER,TRIAGE — Review individually,"T1: nemetic missing or empty/non-string | T3: lifecycle=draft, no last_reviewed timestamp",0,draft,8887,6772
CB014,CB014_6DOF,T1,T1_OTHER,TRIAGE — Review individually,T1: nemetic missing or empty/non-string,0,pre_siml_sketch,4903,6459
